begin_date,begin_port_id,end_date,end_port_id,vessel
2019-01-09 22:58:00,32,2019-01-22 07:58:00,154,33
2019-01-23 10:12:00,154,2019-02-07 22:46:00,104,33
2019-02-09 01:59:00,104,2019-02-24 01:59:00,149,33
2019-02-26 19:59:00,149,2019-03-16 18:28:00,32,33
2019-03-18 09:46:00,32,2019-04-07 11:40:55,73,33
2019-04-08 13:01:07,73,2019-04-24 00:35:51,98,33
2019-04-25 23:32:43,98,2019-05-23 01:30:17,57,33
2019-05-24 07:31:27,57,2019-06-15 03:31:34,23,33
2019-06-16 14:48:22,23,2019-07-09 02:21:53,91,33
2019-07-10 08:46:41,91,2019-08-04 19:56:19,7,33
2019-08-05 18:59:58,7,2019-08-31 18:59:44,138,33
2019-09-01 20:47:04,138,2019-09-21 23:36:44,84,33
2019-09-24 04:31:59,84,2019-10-13 08:47:46,138,33
2019-10-14 18:59:52,138,2019-10-21 07:32:09,10,33
2019-10-22 04:31:17,10,2019-11-22 21:41:31,152,33
2019-11-24 02:31:27,152,2019-12-04 08:27:50,104,33
2019-01-12 01:58:00,30,2019-01-24 05:24:00,73,104
2019-01-25 10:43:00,73,2019-02-06 01:51:00,51,104
2019-02-07 04:55:00,51,2019-02-25 04:48:00,73,104
2019-02-26 04:57:00,73,2019-02-26 04:57:00,32,104
2019-02-26 07:54:00,32,2019-03-09 07:54:00,30,104
2019-03-10 06:48:00,30,2019-03-20 15:51:00,73,104
2019-03-21 15:53:00,73,2019-04-05 22:15:15,30,104
2019-04-06 19:19:23,30,2019-05-11 21:19:02,73,104
2019-05-13 01:03:14,73,2019-05-24 20:49:30,51,104
2019-05-25 20:46:13,51,2019-06-07 07:46:13,73,104
2019-06-08 07:24:34,73,2019-06-24 01:32:01,22,104
2019-06-24 18:56:01,22,2019-07-07 05:28:25,73,104
2019-07-08 04:21:01,73,2019-07-24 23:53:56,22,104
2019-07-25 20:50:40,22,2019-08-06 05:17:41,73,104
2019-08-07 04:30:42,73,2019-08-18 20:52:49,22,104
2019-08-19 20:50:36,22,2019-08-30 05:10:48,73,104
2019-08-31 04:15:16,73,2019-09-13 20:50:11,51,104
2019-09-14 20:51:15,51,2019-09-27 04:32:10,73,104
2019-09-28 04:32:45,73,2019-10-07 20:47:21,22,104
2019-10-08 18:59:59,22,2019-10-20 18:58:03,73,104
2019-10-21 17:56:00,73,2019-10-31 20:47:03,152,104
2019-11-01 23:49:58,152,2019-11-12 21:24:43,73,104
2019-11-13 18:45:08,73,2019-11-26 21:46:36,22,104
2019-11-28 00:50:23,22,2019-12-10 21:46:19,73,104
2019-12-12 05:30:58,73,2019-12-22 21:51:43,51,104
2019-01-17 07:58:00,82,2019-02-02 10:00:00,10,40
2019-02-03 16:58:00,10,2019-02-13 07:57:00,20,40
2019-02-14 04:56:00,20,2019-02-27 10:58:00,10,40
2019-02-28 16:39:00,10,2019-03-11 06:47:00,20,40
2019-03-12 08:21:00,20,2019-03-21 09:32:00,37,40
2019-03-22 09:20:00,37,2019-04-11 22:15:32,115,40
2019-04-13 10:16:18,115,2019-04-19 01:19:37,32,40
2019-04-20 03:54:54,32,2019-04-30 23:46:50,115,40
2019-05-01 23:49:37,115,2019-05-11 18:35:11,99,40
2019-05-13 01:02:39,99,2019-05-27 23:48:06,18,40
2019-05-29 01:31:32,18,2019-06-11 04:55:20,73,40
2019-06-12 02:51:04,73,2019-06-30 18:59:33,11,40
2019-07-01 20:43:35,11,2019-07-10 23:31:16,99,40
2019-07-12 04:32:13,99,2019-07-23 23:51:19,139,40
2019-07-24 23:54:11,139,2019-08-16 05:44:15,10,40
2019-08-17 14:42:08,10,2019-09-14 17:37:37,45,40
2019-09-16 17:48:55,45,2019-10-17 23:54:42,138,40
2019-10-19 14:57:47,138,2019-11-22 00:55:26,58,40
2019-11-22 21:59:47,58,2019-12-05 02:31:44,99,40
2019-12-06 18:57:17,99,2019-12-16 21:14:49,38,40
2019-01-08 07:52:00,99,2019-01-19 04:59:00,38,82
2019-01-20 04:59:00,38,2019-02-13 07:59:00,99,82
2019-02-14 07:55:00,99,2019-02-25 07:51:00,70,82
2019-02-26 22:59:00,70,2019-03-29 12:52:48,138,82
2019-03-30 19:16:44,138,2019-04-12 07:16:50,122,82
2019-04-13 10:14:41,122,2019-05-03 20:44:36,138,82
2019-05-05 07:31:43,138,2019-05-28 23:41:56,84,82
2019-05-31 02:41:20,84,2019-06-05 00:37:59,37,82
2019-06-06 01:29:23,37,2019-06-12 04:08:56,27,82
2019-06-13 07:00:49,27,2019-07-03 18:47:32,138,82
2019-07-04 14:51:46,138,2019-08-14 22:12:26,115,82
2019-08-15 23:51:02,115,2019-08-25 10:31:04,99,82
2019-08-26 14:57:56,99,2019-09-03 22:59:24,154,82
2019-09-05 01:27:04,154,2019-09-22 07:31:12,104,82
2019-09-23 11:54:39,104,2019-10-11 23:45:42,154,82
2019-10-13 01:30:57,154,2019-10-23 23:45:52,99,82
2019-10-25 04:30:34,99,2019-11-05 22:33:59,40,82
2019-11-07 02:31:17,40,2019-12-02 21:49:16,138,82
2019-01-20 04:43:00,136,2019-02-08 01:17:00,10,16
2019-02-09 04:58:00,10,2019-02-18 16:58:00,46,16
2019-02-19 16:59:00,46,2019-03-06 08:27:00,57,16
2019-03-07 13:18:00,57,2019-03-27 03:37:00,115,16
2019-03-28 18:08:00,115,2019-04-18 18:59:51,91,16
2019-04-19 22:18:50,91,2019-05-29 23:47:26,149,16
2019-05-31 20:55:54,149,2019-07-02 20:33:14,55,16
2019-07-03 23:46:38,55,2019-07-30 01:31:02,38,16
2019-07-30 22:38:53,38,2019-08-24 06:31:33,55,16
2019-08-25 07:05:04,55,2019-10-01 04:28:17,7,16
2019-10-02 18:56:48,7,2019-10-28 01:32:42,57,16
2019-10-29 07:30:47,57,2019-11-15 08:31:33,16,16
2019-11-16 11:31:13,16,2019-11-27 06:56:08,10,16
2019-11-28 11:30:54,10,2019-12-10 09:13:13,20,16
2019-01-05 07:49:00,82,2019-01-28 13:51:00,53,38
2019-01-31 10:52:00,53,2019-02-03 13:47:00,140,38
2019-02-04 10:51:00,140,2019-02-21 04:05:00,138,38
2019-02-23 22:33:00,138,2019-03-20 12:42:00,140,38
2019-03-22 12:49:00,140,2019-03-24 15:42:00,53,38
2019-03-25 15:29:00,53,2019-05-09 18:59:33,100,38
2019-05-11 04:27:05,100,2019-05-20 20:49:01,22,38
2019-05-21 18:58:24,22,2019-06-11 17:52:22,100,38
2019-06-13 01:31:35,100,2019-06-21 22:29:20,51,38
2019-06-23 01:30:34,51,2019-08-11 04:14:03,37,38
2019-08-12 04:30:28,37,2019-08-26 14:26:30,23,38
2019-08-27 23:40:21,23,2019-09-30 23:43:47,115,38
2019-11-08 21:55:49,115,2019-11-17 00:51:28,100,38
2019-11-20 11:32:26,100,2019-12-03 21:46:09,22,38
2019-12-05 02:30:42,22,2019-12-17 18:55:01,100,38
2019-12-19 00:55:20,100,2019-12-24 20:57:54,7,38
2019-01-18 07:57:00,33,2019-01-30 12:47:00,10,55
2019-01-31 10:55:00,10,2019-02-02 10:48:00,19,55
2019-02-03 16:54:00,19,2019-02-09 10:33:00,10,55
2019-02-21 16:53:00,10,2019-03-29 19:24:46,97,55
2019-04-01 16:01:20,97,2019-04-11 04:21:43,136,55
2019-04-12 10:32:14,136,2019-04-27 07:30:42,97,55
2019-04-28 08:52:05,97,2019-05-18 08:42:36,140,55
2019-05-19 11:51:59,140,2019-05-24 17:23:00,31,55
2019-05-26 07:31:26,31,2019-06-10 04:28:37,138,55
2019-06-11 05:50:54,138,2019-07-10 06:48:16,38,55
2019-07-11 01:31:48,38,2019-08-12 11:43:33,160,55
2019-08-13 16:33:19,160,2019-08-25 08:47:21,120,55
2019-08-26 08:48:07,120,2019-09-06 13:13:32,160,55
2019-09-07 17:44:30,160,2019-09-16 05:17:43,19,55
2019-09-19 23:47:47,19,2019-09-24 08:54:05,10,55
2019-09-25 11:43:14,10,2019-10-07 08:41:36,19,55
2019-10-08 14:57:46,19,2019-10-23 13:29:24,160,55
2019-10-24 13:32:25,160,2019-11-26 21:46:51,30,55
2019-01-27 07:59:00,91,2019-02-12 05:52:00,82,30
2019-02-13 10:59:00,82,2019-03-16 15:40:00,138,30
2019-03-18 09:59:00,138,2019-03-30 07:24:40,46,30
2019-03-31 13:26:52,46,2019-04-13 13:15:42,160,30
2019-04-15 13:25:43,160,2019-05-02 20:40:55,136,30
2019-05-03 23:49:05,136,2019-05-17 02:50:12,138,30
2019-05-18 11:56:57,138,2019-06-04 17:55:48,136,30
2019-06-06 11:49:03,136,2019-07-11 10:32:00,160,30
2019-07-12 16:32:13,160,2019-07-22 18:55:27,120,30
2019-07-23 20:34:01,120,2019-08-03 23:49:36,138,30
2019-08-05 01:32:07,138,2019-09-16 07:31:26,35,30
2019-09-18 20:56:55,35,2019-10-08 04:30:16,91,30
2019-10-10 04:31:26,91,2019-11-17 21:36:04,29,30
2019-01-11 04:19:00,139,2019-02-14 10:26:00,138,11
2019-04-16 01:25:08,138,2019-05-10 23:27:15,23,11
2019-05-12 01:28:12,23,2019-06-12 05:52:12,91,11
2019-06-13 08:43:13,91,2019-06-28 08:47:35,83,11
2019-06-29 14:55:20,83,2019-07-06 15:39:15,138,11
2019-07-07 16:32:34,138,2019-07-12 08:14:36,83,11
2019-07-13 13:31:58,83,2019-07-17 04:30:53,138,11
2019-07-18 10:33:22,138,2019-08-22 04:29:44,38,11
2019-08-23 01:32:45,38,2019-09-16 07:42:46,55,11
2019-09-17 11:42:30,55,2019-10-14 01:28:06,20,11
2019-10-15 01:30:57,20,2019-10-27 08:47:55,138,11
2019-10-28 17:43:42,138,2019-11-28 21:06:22,38,11
2019-01-04 00:59:00,48,2019-01-22 04:57:00,72,155
2019-01-23 04:59:00,72,2019-02-05 01:59:00,48,155
2019-02-06 01:59:00,48,2019-03-08 04:57:00,22,155
2019-03-09 01:59:00,22,2019-03-21 09:55:00,34,155
2019-03-22 03:59:00,34,2019-03-31 19:06:52,121,155
2019-04-01 19:20:44,121,2019-04-18 20:42:56,90,155
2019-04-19 22:18:57,90,2019-04-24 22:26:12,34,155
2019-04-25 23:45:11,34,2019-05-09 14:44:30,90,155
2019-05-10 07:20:42,90,2019-05-16 20:43:19,22,155
2019-05-17 20:51:28,22,2019-06-15 05:55:44,90,155
2019-06-22 02:02:12,90,2019-06-30 19:20:55,146,155
2019-07-01 23:44:33,146,2019-07-14 18:59:13,11,155
2019-07-15 23:54:34,11,2019-07-26 20:49:02,90,155
2019-07-27 17:57:25,90,2019-08-02 20:52:23,34,155
2019-08-03 23:53:06,34,2019-08-11 07:31:32,54,155
2019-09-19 23:47:44,54,2019-10-02 20:49:34,90,155
2019-10-03 20:51:42,90,2019-10-09 02:58:06,121,155
2019-10-10 03:39:05,121,2019-10-12 17:51:39,90,155
2019-10-13 14:55:46,90,2019-10-24 23:20:46,152,155
2019-10-25 20:54:48,152,2019-11-14 21:53:43,51,155
2019-11-15 21:57:42,51,2019-11-21 21:49:02,90,155
2019-11-22 21:52:02,90,2019-11-28 21:48:23,34,155
2019-11-29 21:54:15,34,2019-12-14 06:57:36,90,155
2019-12-15 11:23:07,90,2019-12-24 21:54:20,65,155
2019-01-24 07:49:00,82,2019-03-02 01:53:00,35,34
2019-03-03 07:47:00,35,2019-03-30 10:10:12,10,34
2019-03-31 13:26:49,10,2019-04-27 23:17:12,149,34
2019-04-29 20:57:27,149,2019-05-29 04:30:29,91,34
2019-05-30 08:42:06,91,2019-06-19 23:49:06,115,34
2019-06-21 07:26:06,115,2019-07-15 05:26:31,91,34
2019-07-16 10:30:53,91,2019-07-25 07:29:45,140,34
2019-07-27 08:49:28,140,2019-08-04 07:31:21,10,34
2019-08-05 11:52:56,10,2019-08-22 01:26:38,20,34
2019-08-22 20:41:00,20,2019-09-08 17:43:17,91,34
2019-09-10 04:49:08,91,2019-10-08 08:33:21,35,34
2019-10-10 06:01:56,35,2019-10-30 07:31:11,91,34
2019-10-31 10:29:48,91,2019-11-26 21:44:47,111,34
2019-01-10 00:59:00,149,2019-01-24 22:43:00,100,87
2019-01-27 01:47:00,100,2019-02-04 04:58:00,139,87
2019-02-05 04:57:00,139,2019-02-18 16:49:00,104,87
2019-02-19 19:51:00,104,2019-03-02 10:58:00,14,87
2019-03-03 10:59:00,14,2019-03-27 21:55:00,104,87
2019-03-29 00:46:00,104,2019-04-08 03:01:03,14,87
2019-04-09 22:14:41,14,2019-04-23 04:31:16,104,87
2019-04-24 07:22:40,104,2019-05-06 01:06:35,14,87
2019-05-07 01:29:58,14,2019-05-19 01:36:38,104,87
2019-05-20 02:56:10,104,2019-06-01 05:37:05,14,87
2019-06-02 05:43:15,14,2019-06-11 23:45:42,54,87
2019-06-12 18:59:16,54,2019-07-21 20:43:13,115,87
2019-07-23 11:53:21,115,2019-08-04 02:56:54,104,87
2019-08-05 05:45:21,104,2019-08-15 23:49:02,14,87
2019-08-17 02:50:46,14,2019-08-26 20:49:54,104,87
2019-08-27 23:41:33,104,2019-09-08 20:51:20,14,87
2019-09-09 20:53:58,14,2019-09-22 05:51:49,104,87
2019-09-23 10:29:19,104,2019-10-04 01:30:22,149,87
2019-10-05 20:53:24,149,2019-10-18 02:56:02,104,87
2019-10-19 05:58:18,104,2019-10-28 23:45:11,14,87
2019-10-30 17:57:17,14,2019-11-11 00:56:52,104,87
2019-11-12 02:30:27,104,2019-11-25 03:52:06,14,87
2019-11-25 23:29:18,14,2019-12-06 21:44:06,104,87
2019-12-08 00:55:01,104,2019-12-18 21:48:40,149,87
2019-01-04 04:59:00,22,2019-01-18 16:45:00,32,118
2019-01-19 13:54:00,32,2019-01-29 01:59:00,152,118
2019-01-30 01:59:00,152,2019-02-13 04:06:00,32,118
2019-02-14 07:53:00,32,2019-02-28 10:48:00,70,118
2019-03-01 10:43:00,70,2019-03-12 03:54:00,32,118
2019-03-13 03:48:00,32,2019-03-25 03:58:00,22,118
2019-03-26 00:59:00,22,2019-04-06 18:58:24,100,118
2019-04-08 06:50:37,100,2019-04-17 22:19:39,30,118
2019-04-18 20:43:36,30,2019-04-28 17:48:42,100,118
2019-04-30 07:31:13,100,2019-05-13 20:50:15,30,118
2019-05-14 20:54:44,30,2019-06-19 17:42:26,100,118
2019-06-21 01:30:46,100,2019-07-02 20:50:11,22,118
2019-07-03 20:43:47,22,2019-07-12 13:30:56,100,118
2019-07-13 18:59:48,100,2019-07-26 23:52:04,51,118
2019-07-27 23:49:14,51,2019-08-16 23:53:22,115,118
2019-09-15 05:10:26,115,2019-09-21 17:55:17,100,118
2019-09-25 02:56:40,100,2019-10-05 08:06:41,143,118
2019-10-05 23:59:28,143,2019-10-16 11:54:48,100,118
2019-10-17 17:59:08,100,2019-10-24 23:48:45,22,118
2019-10-25 20:54:44,22,2019-11-05 17:32:55,100,118
2019-11-06 23:02:15,100,2019-11-26 21:45:15,139,118
2019-11-28 00:49:31,139,2019-12-09 09:24:18,100,118
2019-12-10 21:46:13,100,2019-12-20 21:29:49,11,118
2019-03-11 12:56:00,100,2019-03-19 03:51:00,65,103
2019-03-20 06:44:00,65,2019-03-28 21:52:00,100,103
2019-04-23 06:34:29,100,2019-05-03 20:44:43,30,103
2019-05-05 01:31:51,30,2019-05-19 07:13:34,73,103
2019-05-20 05:43:55,73,2019-06-14 22:49:35,136,103
2019-06-15 14:50:20,136,2019-06-16 20:42:39,74,103
2019-06-18 05:55:36,74,2019-07-03 17:53:54,100,103
2019-07-04 23:47:41,100,2019-08-16 20:49:19,51,103
2019-08-17 23:50:27,51,2019-09-25 11:43:15,175,103
2019-09-27 04:31:47,175,2019-10-27 23:48:40,30,103
2019-10-29 01:31:33,30,2019-12-01 21:49:36,175,103
2019-01-13 04:48:00,99,2019-01-23 04:00:00,111,100
2019-01-24 01:54:00,111,2019-02-03 01:53:00,99,100
2019-02-04 04:56:00,99,2019-02-13 04:58:00,139,100
2019-02-14 04:38:00,139,2019-02-26 04:52:00,99,100
2019-02-27 04:44:00,99,2019-03-08 04:46:00,139,100
2019-03-09 04:46:00,139,2019-03-19 03:48:00,99,100
2019-03-20 03:51:00,99,2019-03-29 03:58:00,139,100
2019-03-30 01:17:57,139,2019-04-10 05:03:05,99,100
2019-04-11 04:27:06,99,2019-04-23 01:20:23,39,100
2019-04-23 19:21:11,39,2019-05-05 13:25:08,73,100
2019-05-06 13:25:13,73,2019-05-16 01:31:52,11,100
2019-05-17 01:29:13,11,2019-05-28 18:57:39,99,100
2019-05-30 17:59:35,99,2019-06-10 20:45:56,98,100
2019-06-12 02:51:12,98,2019-06-22 04:31:37,100,100
2019-06-23 07:30:58,100,2019-07-02 20:43:04,111,100
2019-07-03 20:43:47,111,2019-07-14 04:20:06,99,100
2019-07-15 05:50:13,99,2019-07-24 02:56:20,111,100
2019-07-25 01:31:06,111,2019-08-05 20:46:41,99,100
2019-08-07 01:08:20,99,2019-08-18 20:47:12,39,100
2019-08-19 20:49:39,39,2019-08-31 20:44:29,99,100
2019-09-01 20:47:56,99,2019-09-12 06:41:14,111,100
2019-09-13 04:58:55,111,2019-09-23 05:51:34,99,100
2019-09-24 07:28:55,99,2019-10-02 23:53:26,111,100
2019-10-05 08:06:26,111,2019-10-19 20:46:29,99,100
2019-10-20 20:53:36,99,2019-10-31 23:49:55,111,100
2019-11-01 23:50:01,111,2019-11-14 00:40:05,99,100
2019-11-15 03:48:21,99,2019-11-28 21:48:17,39,100
2019-11-29 21:54:17,39,2019-12-11 00:47:15,99,100
2019-12-12 02:30:33,99,2019-12-23 21:57:43,130,100
2019-01-18 04:43:00,73,2019-02-02 01:59:00,48,111
2019-02-03 04:59:00,48,2019-02-15 09:13:00,73,111
2019-02-16 10:57:00,73,2019-03-01 04:22:00,11,111
2019-03-02 04:58:00,11,2019-03-12 15:09:00,73,111
2019-03-13 12:46:00,73,2019-03-31 22:21:06,48,111
2019-04-01 22:25:24,48,2019-04-21 18:01:32,32,111
2019-04-23 01:31:31,32,2019-05-07 21:41:34,11,111
2019-05-09 01:27:14,11,2019-05-19 08:35:03,32,111
2019-05-20 08:49:20,32,2019-06-02 20:46:19,139,111
2019-06-03 23:48:00,139,2019-06-15 18:28:47,73,111
2019-06-16 17:47:00,73,2019-06-26 20:47:48,51,111
2019-06-27 20:51:52,51,2019-07-10 04:44:49,73,111
2019-07-11 04:21:30,73,2019-07-24 20:50:59,152,111
2019-07-25 20:50:36,152,2019-09-17 04:17:55,73,111
2019-09-18 16:17:22,73,2019-09-25 05:51:05,121,111
2019-09-26 05:53:18,121,2019-10-05 02:43:05,73,111
2019-10-05 23:59:32,73,2019-10-15 20:50:39,22,111
2019-10-17 01:30:41,22,2019-11-07 21:56:37,73,111
2019-11-08 21:56:41,73,2019-11-15 20:28:26,7,111
2019-11-16 21:48:46,7,2019-12-01 06:51:18,32,111
2019-01-06 04:58:00,65,2019-01-20 04:58:00,104,12
2019-01-21 07:48:00,104,2019-02-02 01:54:00,65,12
2019-02-03 04:51:00,65,2019-02-18 04:50:00,104,12
2019-02-19 07:57:00,104,2019-03-02 03:33:00,65,12
2019-03-03 04:46:00,65,2019-03-13 21:44:00,104,12
2019-03-15 00:45:00,104,2019-03-28 06:52:00,65,12
2019-03-29 12:48:01,65,2019-04-12 04:20:54,104,12
2019-04-13 04:23:04,104,2019-04-26 23:45:51,149,12
2019-04-28 20:52:58,149,2019-05-10 16:29:07,104,12
2019-05-11 18:59:43,104,2019-05-24 01:31:19,65,12
2019-05-25 05:49:48,65,2019-06-12 07:16:52,104,12
2019-06-13 07:32:07,104,2019-06-25 01:30:10,65,12
2019-06-25 23:51:07,65,2019-07-08 04:31:07,104,12
2019-07-09 04:32:00,104,2019-07-19 02:45:44,65,12
2019-07-20 05:51:46,65,2019-08-16 05:44:20,97,12
2019-08-17 11:57:05,97,2019-09-11 10:30:50,134,12
2019-09-12 10:31:41,134,2019-09-20 14:42:16,55,12
2019-09-21 17:54:54,55,2019-10-16 10:05:42,36,12
2019-10-19 13:30:54,36,2019-10-29 05:55:38,10,12
2019-10-30 11:49:07,10,2019-11-28 21:46:43,149,12
2019-01-15 01:58:00,104,2019-02-03 04:59:00,13,61
2019-02-04 04:59:00,13,2019-03-04 02:36:00,91,61
2019-03-04 13:45:00,91,2019-03-27 15:49:00,83,61
2019-03-28 21:46:00,83,2019-04-03 22:12:59,138,61
2019-04-04 22:16:20,138,2019-05-05 01:32:25,84,61
2019-05-06 16:33:36,84,2019-05-28 20:53:16,10,61
2019-05-29 23:47:26,10,2019-07-12 01:13:51,149,61
2019-07-13 20:53:25,149,2019-07-29 07:29:48,177,61
2019-07-29 10:31:57,177,2019-08-09 23:43:26,38,61
2019-08-10 23:09:21,38,2019-08-25 18:57:47,104,61
2019-08-26 23:55:20,104,2019-09-13 04:55:50,13,61
2019-09-14 05:00:53,13,2019-09-29 21:07:13,32,61
2019-09-30 23:46:22,32,2019-10-13 01:30:51,111,61
2019-10-14 01:31:48,111,2019-11-11 17:31:08,138,61
2019-11-12 18:59:20,138,2019-11-29 05:31:48,136,61
2019-11-30 08:31:15,136,2019-12-13 14:31:10,138,61
2019-02-13 01:54:00,7,2019-03-12 03:32:00,51,151
2019-03-13 00:45:00,51,2019-04-11 01:23:50,30,151
2019-04-12 01:24:29,30,2019-04-27 00:44:41,59,151
2019-04-28 01:30:53,59,2019-05-12 01:30:00,65,151
2019-05-13 01:30:51,65,2019-06-23 00:01:56,59,151
2019-06-26 02:53:43,59,2019-07-10 06:47:27,30,151
2019-07-11 01:31:06,30,2019-07-25 06:34:56,59,151
2019-07-26 08:42:09,59,2019-08-08 20:54:48,152,151
2019-08-09 20:55:48,152,2019-08-24 04:19:26,59,151
2019-08-25 05:31:41,59,2019-09-09 20:52:10,51,151
2019-09-10 20:58:51,51,2019-09-27 08:17:50,59,151
2019-09-28 11:03:13,59,2019-10-14 01:20:01,65,151
2019-10-15 01:30:40,65,2019-10-31 07:06:15,59,151
2019-10-31 08:49:35,59,2019-11-15 21:55:37,65,151
2019-11-16 21:48:56,65,2019-12-03 02:25:46,59,151
2019-12-03 03:59:47,59,2019-12-17 21:52:56,22,151
2019-01-04 07:56:00,99,2019-01-15 00:24:00,58,108
2019-01-16 01:59:00,58,2019-03-04 18:59:00,92,108
2019-03-06 14:59:00,92,2019-03-18 09:56:00,30,108
